0.24500494	0.45206732	0.09318983	0.48933017	0.11867043	0.016959026	-0.085653976	0.07622665	0.5117329	0.3252929	-0.39554578	0.48490098	0.28801727	0.073210366	0.385108
0.10556963	0.6579494	0.3172864	-0.19875462	0.20499356	0.19784304	-0.13330665	-0.09455728	0.5723991	0.5406009	0.15961263	0.5292718	0.43188778	-0.23075257	0.49939135
-0.02329522	-0.4452107	-0.50117135	0.12787683	-0.4268032	-0.3900387	0.15302576	-0.6364733	-0.41794935	-0.44940385	-0.0149971675	-0.46607232	-0.43063578	0.08112431	-0.445078
0.32590395	0.653818	0.43423063	-0.1668724	0.4158759	0.23836319	-0.00900051	-0.30808353	0.61902493	0.67951095	0.29759783	0.8297096	0.5356439	-0.28713357	0.4598253
-0.0056035067	-0.0056053028	0.35278735	-0.23214604	0.0706751	0.2666577	-0.10291504	0.12777016	0.04247152	0.14216408	0.21954739	0.10098406	0.14762095	-0.16501787	0.20279132
0.18537797	0.39289227	0.2059525	-0.43457273	0.0613723	0.12047517	0.00025226068	0.4178121	0.23861203	0.35875645	-0.14632954	0.25808418	0.32035238	-0.2368257	0.0371549
0.03249121	0.18659496	0.07661944	-0.076740816	-0.23452137	0.32180467	-0.34801856	-0.14872082	0.301615	0.32571715	-0.17188449	0.2870499	0.240115	0.081802905	0.13448833
-0.0070827235	-0.026570417	0.105946764	-0.043347448	-0.05272543	-0.08716235	0.18261066	0.38800722	-0.045845803	0.015682891	0.15418716	0.015608553	0.107030906	-0.34474054	0.2493244
-0.018561076	-0.2121561	-0.31760556	0.2329278	-0.0866587	-0.5279861	0.5207425	-0.5062523	-0.21462202	-0.39979914	-0.24599342	-0.2082037	-0.2582874	-0.22817464	-0.21057656
0.24745491	0.45772815	0.4590009	-0.26917794	-0.11929793	0.17100371	-0.19711155	-0.06727263	0.37479115	0.4207055	0.10559502	0.39661175	0.38139665	-0.124602154	0.17775428
-0.22928548	0.25184762	0.34996298	-0.21710546	-0.037457306	0.012350545	-0.048640285	0.26165646	0.40249845	0.018648598	-0.2547828	0.37487224	0.19643949	-0.02475604	0.2811305
-0.27759692	-0.006477919	-0.018575598	-0.24297017	0.04564158	0.31887317	-0.19057588	0.050079484	0.031219818	-0.0023766516	0.11545869	0.041540965	0.032392267	0.02422034	0.07798655
